date,headline,website
2022-09-10,Tatas in talks with Wistron for iPhones,TOI
2022-09-11,"Apple leads global TWS market, eyes more share with new AirPods Pro",Business Standard
2022-09-11,"Redington India to retail iPhone 14, Apple Watch series 8 across locations",Business Standard
2022-09-11,Apple may charge over $500 to repair damages in new Watch Ultra in China,Business Standard
2022-09-11,CUET scores to ‘normalise’ differences across test dates,TOI
2022-09-11,"Coin Master: September 11, 2022 Free Spins and Coins link",TOI
2022-09-11,"Google's Home Page has gone 'grey', here's why",TOI
2022-09-12,"Apple gears up for new 10th gen iPads with A14 chip, Macs and a VR headset",Business Standard
2022-09-12,Google considers making some Pixel phones in India: Report,TOI
2022-09-12,"This iPhone 14 model has the largest battery, and it's not iPhone 14 Pro Max",TOI
2022-09-12,Five Apple products you cannot buy anymore,TOI
2022-09-12,"Apple iPhone 14 series, Watch Series 8, AirPods Pro pre-orders live in India: Here are the offers you can avail",TOI
2022-09-12,Why the iPhone 14 pre-orders suggest that size may not matter,TOI
2022-09-12,"Coin Master: September 12, 2022 Free Spins and Coins link",TOI
2022-09-12,"Steve Job's daughter roasts the new iPhone through a meme, Take a look!",TOI
2022-09-12,"iPhone 14 series will be sold in Russia despite Apple not selling them, here's how",TOI
2022-09-12,"Elon Musk’s ex-girlfriend auctions billionaire’s photos, mementos from college",TOI
2022-09-12,"24-year-old MCA developed app, duped victims of Rs 70 crore: ED",TOI
2022-09-12,Apple's most expensive AirPods get a price cut,TOI
2022-09-12,"iOS 16 is Apple's biggest update of 2022 for iPhones: India roll out time, how to prepare your device, what not to do and more",TOI
2022-09-12,Untreated dental injuries lead to more disorders later: Dentists,TOI
2022-09-12,iPhone users on WhatsApp may soon get this new shortcut,TOI
2022-09-12,"Apple to release iOS 16 today: India timing, compatible iPhones, and more",Business Standard
2022-09-13,"Google may make Pixel phones in India, but will they be 'made for India'?",TOI
2022-09-13,Apple Watch Ultra has a 76% bigger battery than Series 8: Report,TOI
2022-09-13,Amazon Great Indian Festival 2022 date announced: All details,TOI
2022-09-13,'Squid Game' in focus as Emmys kick off,TOI
2022-09-13,iPad stolen from doc’s room in PGI,TOI
2022-09-13,Apple to bring this environment-friendly feature to iPhones,TOI
2022-09-13,Sheryl Lee Ralph brings Emmys crowd to their feet with rousing winning speech; says 'this is what believing looks like',TOI
2022-09-13,BYD Atto 3 electric SUV launch next month: Rotating touchscreen and 420+ km range,TOI
2022-09-13,Emmy Awards 2022 goes glitzy as Hollywood awards are back in person,TOI
2022-09-13,Apple rolls out watchOS 9: 5 big new features for Watch users,TOI
2022-09-13,"Coin Master: September 13, 2022 Free Spins and Coins link",TOI
2022-09-13,"Apple rolls out watchOS 9: Check supported devices, new features, and more",Business Standard
2022-09-13,Apple will allow iPhone users to remove security patches in upcoming iOS 16,Business Standard
2022-09-13,Carlos Alcaraz beats Casper Ruud in 4-set US Open final,TOI
2022-09-13,Apple launches iOS 16 update with features including editable iMessages,Business Standard
2022-09-13,This iOS 16 ‘battery’ feature won’t come to these iPhones,TOI
2022-09-13,WhatsApp may soon allow iPhone users to search messages in a ‘different’ way,TOI
2022-09-13,Apple releases an important security update for iPhones and iPads,TOI
2022-09-14,"Memoji customisation: iOS 16 adds 17 new hairstyles, sticker poses and more",TOI
2022-09-14,"eSIM: How to activate, which phones support and six other key questions answered",TOI
2022-09-14,Wall Street slides as CPI data locks in another hefty Fed rate hike,TOI
2022-09-14,How to set and get reminders for medications on your Apple Watch,TOI
2022-09-14,"iOS 16 brings Safety Check, Lockdown Mode, other security features to iPhone: Know all about them",Financial Express
2022-09-14,"Google, Meta face record fines in South Korea over privacy violations",TOI
2022-09-14,"Laura Poitras slams Venice, TIFF for 'providing platform' for Clinton 'whitewashing'",TOI
2022-09-14,Apple fixes new zero-day flaw being actively exploited by hackers,Business Standard
2022-09-14,Apple iOS 16: Google to release lock screen widgets for its iPhone apps,Business Standard
2022-09-14,Apple A16 chip's AnTuTu test shows 19% improvement in GPU performance,Business Standard
2022-09-14,"Coin Master: September 14, 2022 Free Spins and Coins link",TOI
2022-09-14,Apple's in-app purchase prices increase 40% due to privacy changes,Business Standard
2022-09-14,"Under Covid lockdown, Xinjiang residents complain of hunger",TOI
2022-09-14,"How Samsung made fun of Apple iPhone 14 series: ‘2 years late to this club’, ‘why the hold on fold’ and more",TOI
2022-09-14,How Apple's App Tracking Transparency may have increased the average price of in-app purchases in the App Store,TOI
2022-09-14,"Ferrari Purosangue with 725 hp, 6.5L NA V12 engine to rival Lamborghini Urus and Bentley Bentayga",TOI
2022-09-14,Apple reportedly shipping iPhone 14 models with earlier iOS 16 version,Business Standard
2022-09-14,Here’s how future Apple displays may ‘self-heal’ like Marvel’s Wolverine,TOI
2022-09-14,5 iOS 16 and iPhone 14 features that Android already has,TOI
2022-09-14,Croma online-exclusive ‘Early Bird’ sale starts: Top offers on Apple and other products,TOI
2022-09-14,"More iPhone users switched to iOS 16 after 24 hours of launch than iOS 15, claims report",TOI
2022-09-14,Does Apple's latest Emergency SoS feature make it a must-have device,Business Standard
2022-09-15,More people downloaded iOS 16 on their iPhones on day 1 than iOS 15: Report,Financial Express
2022-09-15,"iPhone 14 buyers will have to update to iOS 16.0.1, here’s why",TOI
2022-09-15,"Flipkart Big Billion Days sale: iPhone 11 to sell at under Rs 30,000, big price drop on iPhone 13, other top deals",Financial Express
2022-09-15,"8,000 euros, gadgets worth lakhs looted from tourist in Agra",TOI
2022-09-15,All-new and sleeker Ford Mustang unveiled: American muscle goes digital!,TOI
2022-09-15,Apple website down for some users: Reason behind outage and more,TOI
2022-09-15,Prosopagnosia: You may not want to ignore your ‘facial blindness’ symptoms anymore,TOI
2022-09-15,"Flipkart Big Billion Days sale: What makes iPhone 13 a 'great deal', and why it may not be easy to get",TOI
2022-09-15,iOS 16.1 coming soon: To bring battery percentage indicator to these ‘missed’ iPhones,TOI
2022-09-15,"Coin Master: September 15, 2022 Free Spins and Coins link",TOI
2022-09-15,Kaun Banega Crorepati 14: Big B signs on twin contestant Anurag Kumar’s hands so that he can identify him,TOI
2022-09-15,Only trained pilots to fly drones in Himachal Pradesh: Minister,TOI
2022-09-16,Tata Harrier XMAS and XMS variants launched; prices start at Rs 17.20 lakh,TOI
2022-09-16,Apple relying on upscale shoppers to turn latest iPhone into a hit,Business Standard
2022-09-16,Bobby Cannavale and Rose Byrne to work with Robert De Niro in 'Inappropriate Behaviour',TOI
2022-09-16,"Universities to use 'normalised' CUET scores for preparing merit lists, not percentile: UGC chief",TOI
2022-09-16,Startups and companies set to ride the iPhone 14 wave,TOI
2022-09-16,Instagram Stories bug that affected iPhone users won’t bug them anymore,TOI
2022-09-16,Best 85 Inch TVs : Top picks,TOI
2022-09-16,Apple’s Mixed Reality Headsets may let you see invisible things,Financial Express
2022-09-16,You may miss this upcoming Google Messages feature in Apple iMessage and WhatsApp,TOI
2022-09-16,WhatsApp users on Android devices: You may soon lose this big storage advantage,TOI
2022-09-16,"What Fairphone can teach Apple, Samsung and the rest",TOI
2022-09-16,7 iOS 16 features that Android 13 doesn’t have,TOI
2022-09-16,"UGC chief: Normalised score, not percentile/ raw to be the basis of merit list for admissions",TOI
2022-09-16,Top 5 Big new SUV unveil at 2023 Auto Expo: Thar 5 door to Jimny,TOI
2022-09-16,Almost 80% of remote workers think they’d be fired for saying no to the office,TOI
2022-09-16,Thane: MTech among five arrested for conning e-tail giants,TOI
2022-09-16,"Apple iPhone 14 comes to Blinkit, promises delivery in minutes in these cities",TOI
2022-09-16,"Coin Master: September 16, 2022 Free Spins and Coins link",TOI
2022-09-16,"Apple researching new ways to save power on future iPhones, says report",Business Standard
2022-09-17,iPhone 14: This Gurgaon-based company claims it will deliver Apple’s latest iPhone to you within minutes,Financial Express
2022-09-17,Adani Properties withdraws proposal to delist Adani Power,TOI
2022-09-17,"Coin Master: September 17, 2022 Free Spins and Coins link",TOI
2022-09-17,Gujarat: 2 employees cheat firm of Rs 70 lakh,TOI
2022-09-17,4th time first: Kochiite flies to Dubai to buy new iPhone model,TOI
2022-09-17,Mahindra XUV400 EV Review: Impressive Tata Nexon EV rival with one issue,TOI
2022-09-18,BYD Atto 3 electric SUV spied undisguised: Everything you need to know ahead of launch next month,TOI
2022-09-18,"Coin Master: September 18, 2022 Free Spins and Coins link",TOI
2022-09-18,"Millet, potato, oats or hemp: Choose a vegan milk that’s best for you",TOI
2022-09-18,App developers create games around Apple iPhone 14's Dynamic Island,Business Standard
2022-09-19,Apple iPhone 14 Pro models ‘big feature’ may come to all iPhones in 2023,TOI
2022-09-19,"Apple to bring Dynamic Island notch design to all iPhone 15 models, says new report",Financial Express
2022-09-19,Apple using Qualcomm modem for satellite SOS in iPhone 14 series: Report,Business Standard
2022-09-19,"WhatsApp rival Telegram rolls out new features: Infinite reactions, Emoji statuses and more",TOI
2022-09-19,Tata Tiago EV unveil on September 28th: Top things to know,TOI
2022-09-19,Priyanka Chopra shares an emotional birthday post for husband Nick Jonas; the singer REACTS – WATCH video,TOI
2022-09-19,"Coin Master: September 19, 2022 Free Spins and Coins link",TOI
2022-09-19,"iPhone 14 effect: Samsung to bring satellite connectivity to Galaxy phones, says report",Financial Express
2022-09-19,Great Indian Festival: Apple iPhone 13 gets a further price cut on Amazon,Business Standard
2022-09-19,Explained: This is the amount of tax you pay on your new iPhones,TOI
2022-09-19,"Zoom users, government has a 'warning' for you",TOI
2022-09-19,Amazon and Flipkart Diwali sale: This is how much you may get iPhone 12 and iPhone 13 for,TOI
2022-09-19,"Centre approves Rs 1,300 crore HPSHIVA project for Himachal Pradesh",TOI
2022-09-19,China lifts weeks-long lockdown on southwest megacity Chengdu,TOI
2022-09-19,"iOS 16: How to edit, unsend messages on iPhone | Tech Tips",Financial Express
2022-09-20,Apple App Store prices to increase starting October 5 in these countries,TOI
2022-09-20,"Centre approves Rs 1.3,000-crore horticulture project for Himachal Pradesh",TOI
2022-09-20,"Amazon Sale iPhone offers: Save more on iPhone 12, iPhone 13 & more",TOI
2022-09-20,"Coin Master: September 20, 2022 Free Spins and Coins link",TOI
2022-09-20,Explained: Why Indian gaming platform WinZO is taking Google to court,TOI
2022-09-20,WhatsApp users may soon be able to edit sent messages,TOI
2022-09-20,Apple investigating new bug in iPhone 14 Pro models,TOI
2022-09-20,Three ways to customise the iOS 16 notifications,TOI
2022-09-20,Apple to fix shaky footage issue for iPhone 14 Pro users from next week,Business Standard
2022-09-20,Apple may unveil iPhone 15 Ultra with better battery life next year,Business Standard
2022-09-20,Apple to increase app store prices from Europe to Asia next month,Business Standard
2022-09-20,Apple is working on a fix for the iPhone 14 Pro’s camera shaking issue,TOI
2022-09-20,"Apple confirms iPhone 14 Pro camera prone to shake, rattle in apps like TikTok and Instagram; fix for issue on the way",Financial Express
2022-09-21,Priyanka Chopra looks beautiful as she takes a walk in the park with daughter Malti - See pic,TOI
2022-09-21,"This iOS 16 feature will drain your iPhone’s battery, warns Apple",TOI
2022-09-21,Apple makes a change to the much-wanted battery indicator with iOS 16.1 beta update,TOI
2022-09-21,Xiaomi president asks 'fans' if they want iPhone 14 Pro's latest feature,TOI
2022-09-21,WinZO takes Google to court over gaming policy,TOI
2022-09-21,"India to offer more incentives for local chip, display manufacturing",TOI
2022-09-21,YouTuber crashes car to test iPhone 14's crash detection feature,TOI
2022-09-21,Explained: Using fitness features on iPhone without Apple Watch,TOI
2022-09-21,Apple may move a quarter of iPhone production to India by 2025: JPMorgan,Business Standard
2022-09-21,"iOS 16: Haptic Keyboard might affect battery life, says Apple",Financial Express
2022-09-21,Flipkart Big Billion Days Sale 2022: Apple’s MacBook Air M1 tipped to sell with big discount,Financial Express
2022-09-21,"Apple to raise App Store prices in some countries in Europe, Asia",Financial Express
2022-09-21,What is the significance of Apple's 'Make in India' push?,Business Standard
2022-09-21,iPhones: Five things Apple introduced that other smartphone brands copied,Business Standard
2022-09-21,Apple to fix iOS 16 clipboard paste permission bug with new update coming next week,Financial Express
2022-09-21,This is what Apple has to say to iPhone 14 Pro users facing camera issue,TOI
2022-09-21,Apple may include these 5 features in the new iPad Pro models,TOI
2022-09-21,Realme announces contest to bring this iPhone 14 Pro's feature to its phones,TOI
2022-09-21,"Coin Master: September 21, 2022 Free Spins and Coins link",TOI
2022-09-21,"TMS Ep264: End of pandemic, Apple, global equities, Goldilocks scenario",Business Standard
